PMID,Title,Authors,Citation,Journal/Book,Publication Year,Create Date,DOI,ST,Times cited
26195517,"Genomic and Functional Portrait of a Highly Virulent, CTX-M-15-Producing H30-Rx Subclone of Escherichia coli Sequence Type 131","Ranjan A, Shaik S, Hussain A, Nandanwar N, Semmler T, Jadhav S, Wieler LH, Ahmed N.",Antimicrob Agents Chemother. 2015 Oct;59(10):6087-95. doi: 10.1128/AAC.01447-15. Epub 2015 Jul 20.,Antimicrob Agents Chemother,2015,2015/07/22,10.1128/AAC.01447-15,ST131,12
23515552,Characterization of extended-spectrum-beta-lactamase-producing Escherichia coli strains involved in maternal-fetal colonization: prevalence of E. coli ST131,"Birgy A, Mariani-Kurkdjian P, Bidet P, Doit C, Genel N, Courroux C, Arlet G, Bingen E.",J Clin Microbiol. 2013 Jun;51(6):1727-32. doi: 10.1128/JCM.03255-12. Epub 2013 Mar 20.,J Clin Microbiol,2013,2013/03/22,10.1128/JCM.03255-12,ST131,12
31107206,Global phylogenomics of multidrug-resistant Salmonella enterica serotype Kentucky ST198,"Hawkey J, Le Hello S, Doublet B, Granier SA, Hendriksen RS, Fricke WF, Ceyssens PJ, Gomart C, Billman-Jacobe H, Holt KE, Weill FX.",Microb Genom. 2019 Jul;5(7):e000269. doi: 10.1099/mgen.0.000269. Epub 2019 May 20.,Microb Genom,2019,2019/05/21,10.1099/mgen.0.000269,ST198,12
26855083,pCERC3 from a commensal ST95 Escherichia coli: A ColV virulence-multiresistance plasmid carrying a sul3-associated class 1 integron,"Moran RA, Holt KE, Hall RM.",Plasmid. 2016 Mar-May;84-85:11-9. doi: 10.1016/j.plasmid.2016.02.002. Epub 2016 Feb 18.,Plasmid,2016,2016/02/09,10.1016/j.plasmid.2016.02.002,ST95,12
27807154,Detection of an Escherichia coli Sequence Type 167 Strain with Two Tandem Copies of blaNDM-1 in the Chromosome,"Shen P, Yi M, Fu Y, Ruan Z, Du X, Yu Y, Xie X.",J Clin Microbiol. 2016 Dec 28;55(1):199-205. doi: 10.1128/JCM.01581-16. Print 2017 Jan.,J Clin Microbiol,2016,2016/11/04,10.1128/JCM.01581-16,ST167,12
30787145,"Rapid Emergence, Subsidence, and Molecular Detection of Escherichia coli Sequence Type 1193-fimH64, a New Disseminated Multidrug-Resistant Commensal and Extraintestinal Pathogen","Johnson JR, Johnston BD, Porter SB, Clabots C, Bender TL, Thuras P, Trott DJ, Cobbold R, Mollinger J, Ferrieri P, Drawz S, Banerjee R.",J Clin Microbiol. 2019 Apr 26;57(5):e01664-18. doi: 10.1128/JCM.01664-18. Print 2019 May.,J Clin Microbiol,2019,2019/02/22,10.1128/JCM.01664-18,ST1193,12
30885899,Genomic and Functional Analysis of Emerging Virulent and Multidrug-Resistant Escherichia coli Lineage Sequence Type 648,"Schaufler K, Semmler T, Wieler LH, Trott DJ, Pitout J, Peirano G, Bonnedahl J, Dolejska M, Literak I, Fuchs S, Ahmed N, Grobbel M, Torres C, McNally A, Pickard D, Ewers C, Croucher NJ, Corander J, Guenther S.",Antimicrob Agents Chemother. 2019 May 24;63(6):e00243-19. doi: 10.1128/AAC.00243-19. Print 2019 Jun.,Antimicrob Agents Chemother,2019,2019/03/20,10.1128/AAC.00243-19,ST648,11
25182636,"Complete sequence of a conjugative incn plasmid harboring blaKPC-2, blaSHV-12, and qnrS1 from an Escherichia coli sequence type 648 strain","Li JJ, Lee CS, Sheng JF, Doi Y.",Antimicrob Agents Chemother. 2014 Nov;58(11):6974-7. doi: 10.1128/AAC.03632-14. Epub 2014 Sep 2.,Antimicrob Agents Chemother,2014,2014/09/04,10.1128/AAC.03632-14,ST648,11
28489862,Novel genes associated with enhanced motility of Escherichia coli ST131,"Kakkanat A, Phan MD, Lo AW, Beatson SA, Schembri MA.",PLoS One. 2017 May 10;12(5):e0176290. doi: 10.1371/journal.pone.0176290. eCollection 2017.,PLoS One,2017,2017/05/11,10.1371/journal.pone.0176290,ST131,11
27865830,Community-onset extended-spectrum-β-lactamase-producing Escherichia coli sequence type 131 at two Korean community hospitals: The spread of multidrug-resistant E. coli to the community via healthcare facilities,"Kim YA, Kim JJ, Kim H, Lee K.",Int J Infect Dis. 2017 Jan;54:39-42. doi: 10.1016/j.ijid.2016.11.010. Epub 2016 Nov 16.,Int J Infect Dis,2017,2016/11/21,10.1016/j.ijid.2016.11.010,ST131,11
28230102,Identification of a New Virulent Clade in Enterohemorrhagic Escherichia coli O26:H11/H- Sequence Type 29,"Ishijima N, Lee KI, Kuwahara T, Nakayama-Imaohji H, Yoneda S, Iguchi A, Ogura Y, Hayashi T, Ohnishi M, Iyoda S.",Sci Rep. 2017 Feb 23;7:43136. doi: 10.1038/srep43136.,Sci Rep,2017,2017/02/24,10.1038/srep43136,ST29,11
24789798,Diagnostic potential of monoclonal antibodies specific to the unique O-antigen of multidrug-resistant epidemic Escherichia coli clone ST131-O25b:H4,"Szijártó V, Lukasiewicz J, Gozdziewicz TK, Magyarics Z, Nagy E, Nagy G.",Clin Vaccine Immunol. 2014 Jul;21(7):930-9. doi: 10.1128/CVI.00685-13. Epub 2014 Apr 30.,Clin Vaccine Immunol,2014,2014/05/03,10.1128/CVI.00685-13,ST131,11
28380311,Spread of CTX-Type Extended-Spectrum β-Lactamase-Producing Escherichia coli Isolates of Epidemic Clone B2-O25-ST131 Among Dogs and Cats in Japan,"Kawamura K, Sugawara T, Matsuo N, Hayashi K, Norizuki C, Tamai K, Kondo T, Arakawa Y.",Microb Drug Resist. 2017 Dec;23(8):1059-1066. doi: 10.1089/mdr.2016.0246. Epub 2017 Apr 5.,Microb Drug Resist,2017,2017/04/06,10.1089/mdr.2016.0246,ST131,11
28930021,"bla(CTX-M-27)-Encoding Escherichia coli Sequence Type 131 Lineage C1-M27 Clone in Clinical Isolates, Germany","Ghosh H, Doijad S, Falgenhauer L, Fritzenwanker M, Imirzalioglu C, Chakraborty T.",Emerg Infect Dis. 2017 Oct;23(10):1754-1756. doi: 10.3201/eid2310.170938.,Emerg Infect Dis,2017,2017/09/21,10.3201/eid2310.170938,ST131,11
26632660,Comparison of the microbiological characteristics and virulence factors of ST131 and non-ST131 clones among extended-spectrum β-lactamase-producing Escherichia coli causing bacteremia,"Cha MK, Kang CI, Kim SH, Cho SY, Ha YE, Wi YM, Chung DR, Peck KR, Song JH; Korean Network for Study on Infectious Diseases (KONSID).",Diagn Microbiol Infect Dis. 2016 Feb;84(2):102-4. doi: 10.1016/j.diagmicrobio.2015.10.015. Epub 2015 Oct 28.,Diagn Microbiol Infect Dis,2016,2015/12/04,10.1016/j.diagmicrobio.2015.10.015,"ST131, ST131",11
28584139,Genomic Analysis of Multidrug-Resistant Escherichia coli from North Carolina Community Hospitals: Ongoing Circulation of CTX-M-Producing ST131-H30Rx and ST131-H30R1 Strains,"Kanamori H, Parobek CM, Juliano JJ, Johnson JR, Johnston BD, Johnson TJ, Weber DJ, Rutala WA, Anderson DJ.",Antimicrob Agents Chemother. 2017 Jul 25;61(8):e00912-17. doi: 10.1128/AAC.00912-17. Print 2017 Aug.,Antimicrob Agents Chemother,2017,2017/06/07,10.1128/AAC.00912-17,"ST131, ST131",11
25879646,Emergence of extended spectrum-β-lactamase-producing Escherichia coli O25b-ST131: a major community-acquired uropathogen in infants,"Cheng MF, Chen WL, Hung WY, Huang IF, Chiou YH, Chen YS, Lee SS, Hung CH, Wang JL.",Pediatr Infect Dis J. 2015 May;34(5):469-75. doi: 10.1097/INF.0000000000000623.,Pediatr Infect Dis J,2015,2015/04/17,10.1097/INF.0000000000000623,ST131,11
25779571,Bactericidal monoclonal antibodies specific to the lipopolysaccharide O antigen from multidrug-resistant Escherichia coli clone ST131-O25b:H4 elicit protection in mice,"Szijártó V, Guachalla LM, Visram ZC, Hartl K, Varga C, Mirkina I, Zmajkovic J, Badarau A, Zauner G, Pleban C, Magyarics Z, Nagy E, Nagy G.",Antimicrob Agents Chemother. 2015;59(6):3109-16. doi: 10.1128/AAC.04494-14. Epub 2015 Mar 16.,Antimicrob Agents Chemother,2015,2015/03/18,10.1128/AAC.04494-14,ST131,11
28630184,"Occurrence of Clinically Important Lineages, Including the Sequence Type 131 C1-M27 Subclone, among Extended-Spectrum-β-Lactamase-Producing Escherichia coli in Wastewater","Gomi R, Matsuda T, Matsumura Y, Yamamoto M, Tanaka M, Ichiyama S, Yoneda M.",Antimicrob Agents Chemother. 2017 Aug 24;61(9):e00564-17. doi: 10.1128/AAC.00564-17. Print 2017 Sep.,Antimicrob Agents Chemother,2017,2017/06/21,10.1128/AAC.00564-17,ST131,11
28347271,The ST131 Escherichia coli H22 subclone from human intestinal microbiota: Comparison of genomic and phenotypic traits with those of the globally successful H30 subclone,"Nicolas-Chanoine MH, Petitjean M, Mora A, Mayer N, Lavigne JP, Boulet O, Leflon-Guibout V, Blanco J, Hocquet D.",BMC Microbiol. 2017 Mar 27;17(1):71. doi: 10.1186/s12866-017-0984-8.,BMC Microbiol,2017,2017/03/29,10.1186/s12866-017-0984-8,ST131,10
28401893,Bacteriophages from ExPEC Reservoirs Kill Pandemic Multidrug-Resistant Strains of Clonal Group ST131 in Animal Models of Bacteremia,"Green SI, Kaelber JT, Ma L, Trautner BW, Ramig RF, Maresso AW.",Sci Rep. 2017 Apr 12;7:46151. doi: 10.1038/srep46151.,Sci Rep,2017,2017/04/13,10.1038/srep46151,ST131,10
28594893,Pandemic extra-intestinal pathogenic Escherichia coli (ExPEC) clonal group O6-B2-ST73 as a cause of avian colibacillosis in Brazil,"Cunha MPV, Saidenberg AB, Moreno AM, Ferreira AJP, Vieira MAM, Gomes TAT, Knöbl T.",PLoS One. 2017 Jun 8;12(6):e0178970. doi: 10.1371/journal.pone.0178970. eCollection 2017.,PLoS One,2017,2017/06/09,10.1371/journal.pone.0178970,ST73,10
28264855,Structural Alteration of OmpR as a Source of Ertapenem Resistance in a CTX-M-15-Producing Escherichia coli O25b:H4 Sequence Type 131 Clinical Isolate,"Dupont H, Choinier P, Roche D, Adiba S, Sookdeb M, Branger C, Denamur E, Mammeri H.",Antimicrob Agents Chemother. 2017 Apr 24;61(5):e00014-17. doi: 10.1128/AAC.00014-17. Print 2017 May.,Antimicrob Agents Chemother,2017,2017/03/08,10.1128/AAC.00014-17,ST131,10
27309594,Comprehensive analysis of type 1 fimbriae regulation in fimB-null strains from the multidrug resistant Escherichia coli ST131 clone,"Sarkar S, Roberts LW, Phan MD, Tan L, Lo AW, Peters KM, Paterson DL, Upton M, Ulett GC, Beatson SA, Totsika M, Schembri MA.",Mol Microbiol. 2016 Sep;101(6):1069-87. doi: 10.1111/mmi.13442. Epub 2016 Jul 15.,Mol Microbiol,2016,2016/06/17,10.1111/mmi.13442,ST131,10
30061277,"Extensive Genetic Commonality among Wildlife, Wastewater, Community, and Nosocomial Isolates of Escherichia coli Sequence Type 131 (H30R1 and H30Rx Subclones) That Carry bla(CTX-M-27) or bla(CTX-M-15)","Jamborova I, Johnston BD, Papousek I, Kachlikova K, Micenkova L, Clabots C, Skalova A, Chudejova K, Dolejska M, Literak I, Johnson JR.",Antimicrob Agents Chemother. 2018 Sep 24;62(10):e00519-18. doi: 10.1128/AAC.00519-18. Print 2018 Oct.,Antimicrob Agents Chemother,2018,2018/08/01,10.1128/AAC.00519-18,ST131,10
25092712,Antibiotic selection of Escherichia coli sequence type 131 in a mouse intestinal colonization model,"Hertz FB, Løbner-Olesen A, Frimodt-Møller N.",Antimicrob Agents Chemother. 2014 Oct;58(10):6139-44. doi: 10.1128/AAC.03021-14. Epub 2014 Aug 4.,Antimicrob Agents Chemother,2014,2014/08/06,10.1128/AAC.03021-14,ST131,10
23015671,Post-prostate biopsy infection with Escherichia coli ST131 leading to epididymo-orchitis and meningitis caused by Gram-negative bacilli,"Assimacopoulos A, Johnston B, Clabots C, Johnson JR.",J Clin Microbiol. 2012 Dec;50(12):4157-9. doi: 10.1128/JCM.02026-12. Epub 2012 Sep 26.,J Clin Microbiol,2012,2012/09/28,10.1128/JCM.02026-12,ST131,10
26100713,Characterization of IncI1 sequence type 71 epidemic plasmid lineage responsible for the recent dissemination of CTX-M-65 extended-spectrum β-lactamase in the Bolivian Chaco region,"Riccobono E, Di Pilato V, Di Maggio T, Revollo C, Bartoloni A, Pallecchi L, Rossolini GM.",Antimicrob Agents Chemother. 2015 Sep;59(9):5340-7. doi: 10.1128/AAC.00589-15. Epub 2015 Jun 22.,Antimicrob Agents Chemother,2015,2015/06/24,10.1128/AAC.00589-15,ST71,10
22343392,Prevalence of fluoroquinolone-resistant Escherichia coli O25:H4-ST131 (CTX-M-15-nonproducing) strains isolated in Japan,"Yokota S, Sato T, Okubo T, Ohkoshi Y, Okabayashi T, Kuwahara O, Tamura Y, Fujii N.",Chemotherapy. 2012;58(1):52-9. doi: 10.1159/000336129. Epub 2012 Feb 15.,Chemotherapy,2012,2012/02/21,10.1159/000336129,ST131,10
21173179,"Complete nucleotide sequence of plasmid pTN48, encoding the CTX-M-14 extended-spectrum β-lactamase from an Escherichia coli O102-ST405 strain","Billard-Pomares T, Tenaillon O, Le Nagard H, Rouy Z, Cruveiller S, Médigue C, Arlet G, Denamur E, Branger C.",Antimicrob Agents Chemother. 2011 Mar;55(3):1270-3. doi: 10.1128/AAC.01108-10. Epub 2010 Dec 20.,Antimicrob Agents Chemother,2011,2010/12/22,10.1128/AAC.01108-10,ST405,9
29227182,"First Report of the Plasmid-Mediated Colistin Resistance Gene mcr-1 in Escherichia coli ST405 Isolated from Wildlife in Bejaia, Algeria","Bachiri T, Lalaoui R, Bakour S, Allouache M, Belkebla N, Rolain JM, Touati A.",Microb Drug Resist. 2018 Sep;24(7):890-895. doi: 10.1089/mdr.2017.0026. Epub 2017 Dec 11.,Microb Drug Resist,2018,2017/12/12,10.1089/mdr.2017.0026,ST405,9
30682563,First report of the new emerging global clone ST1193 among clinical isolates of extended-spectrum β-lactamase (ESBL)-producing Escherichia coli from Germany,"Valenza G, Werner M, Eisenberger D, Nickel S, Lehner-Reindl V, Höller C, Bogdan C.",J Glob Antimicrob Resist. 2019 Jun;17:305-308. doi: 10.1016/j.jgar.2019.01.014. Epub 2019 Jan 22.,J Glob Antimicrob Resist,2019,2019/01/26,10.1016/j.jgar.2019.01.014,ST1193,9
23070168,"Complete sequence of pJIE186-2, a plasmid carrying multiple virulence factors from a sequence type 131 Escherichia coli O25 strain",Zong Z.,Antimicrob Agents Chemother. 2013 Jan;57(1):597-600. doi: 10.1128/AAC.01081-12. Epub 2012 Oct 15.,Antimicrob Agents Chemother,2013,2012/10/17,10.1128/AAC.01081-12,ST131,9
27600046,Multidrug-Resistant Sequence Type 235 Pseudomonas aeruginosa Clinical Isolates Producing IMP-26 with Increased Carbapenem-Hydrolyzing Activities in Vietnam,"Tada T, Nhung PH, Miyoshi-Akiyama T, Shimada K, Tsuchiya M, Phuong DM, Anh NQ, Ohmagari N, Kirikae T.",Antimicrob Agents Chemother. 2016 Oct 21;60(11):6853-6858. doi: 10.1128/AAC.01177-16. Print 2016 Nov.,Antimicrob Agents Chemother,2016,2016/09/08,10.1128/AAC.01177-16,ST235,9
25759112,"Molecular epidemiology of carbapenemase-producing Escherichia coli and the prevalence of ST131 subclone H30 in Shanghai, China","Zhang F, Zhu D, Xie L, Guo X, Ni Y, Sun J.",Eur J Clin Microbiol Infect Dis. 2015 Jun;34(6):1263-9. doi: 10.1007/s10096-015-2356-3. Epub 2015 Mar 11.,Eur J Clin Microbiol Infect Dis,2015,2015/03/12,10.1007/s10096-015-2356-3,ST131,9
26940589,Biofilm formation by multidrug resistant Escherichia coli ST131 is dependent on type 1 fimbriae and assay conditions,"Sarkar S, Vagenas D, Schembri MA, Totsika M.",Pathog Dis. 2016 Apr;74(3):ftw013. doi: 10.1093/femspd/ftw013. Epub 2016 Mar 2.,Pathog Dis,2016,2016/03/05,10.1093/femspd/ftw013,ST131,8
29961840,The Uropathogenic Escherichia coli Subclone Sequence Type 131-H30 Is Responsible for Most Antibiotic Prescription Errors at an Urgent Care Clinic,"Tchesnokova V, Riddell K, Scholes D, Johnson JR, Sokurenko EV.",Clin Infect Dis. 2019 Feb 15;68(5):781-787. doi: 10.1093/cid/ciy523.,Clin Infect Dis,2019,2018/07/03,10.1093/cid/ciy523,ST131,8
26810233,"Emergence of Escherichia coli Sequence Type 131 (ST131) and ST3948 with KPC-2, KPC-3 and KPC-8 carbapenemases from a Long-Term Care and Rehabilitation Facility (LTCRF) in Northern Italy","Piazza A, Caltagirone M, Bitar I, Nucleo E, Spalla M, Fogato E, D'Angelo R, Pagani L, Migliavacca R.",Adv Exp Med Biol. 2016;901:77-89. doi: 10.1007/5584_2015_5017.,Adv Exp Med Biol,2016,2016/01/27,10.1007/5584_2015_5017,"ST131, ST131, ST3948",8
29981716,Diversity of CTX-M-1-producing E. coli from German food samples and genetic diversity of the bla(CTX-M-1) region on IncI1 ST3 plasmids,"Irrgang A, Hammerl JA, Falgenhauer L, Guiral E, Schmoger S, Imirzalioglu C, Fischer J, Guerra B, Chakraborty T, Käsbohrer A.",Vet Microbiol. 2018 Jul;221:98-104. doi: 10.1016/j.vetmic.2018.06.003. Epub 2018 Jun 8.,Vet Microbiol,2018,2018/07/09,10.1016/j.vetmic.2018.06.003,ST3,8
27252465,Phylogenetic Analysis of Enteroaggregative Escherichia coli (EAEC) Isolates from Japan Reveals Emergence of CTX-M-14-Producing EAEC O25:H4 Clones Related to Sequence Type 131,"Imuta N, Ooka T, Seto K, Kawahara R, Koriyama T, Kojyo T, Iguchi A, Tokuda K, Kawamura H, Yoshiie K, Ogura Y, Hayashi T, Nishi J.",J Clin Microbiol. 2016 Aug;54(8):2128-34. doi: 10.1128/JCM.00711-16. Epub 2016 Jun 1.,J Clin Microbiol,2016,2016/06/03,10.1128/JCM.00711-16,ST131,8
21444709,Emergence of Escherichia coli sequence type ST131 carrying both the blaGES-5 and blaCTX-M-15 genes,"Kim J, Hong SG, Bae IK, Kang JR, Jeong SH, Lee W, Lee K.",Antimicrob Agents Chemother. 2011 Jun;55(6):2974-5. doi: 10.1128/AAC.01703-10. Epub 2011 Mar 28.,Antimicrob Agents Chemother,2011,2011/03/30,10.1128/AAC.01703-10,ST131,8
28689875,Contribution of AcrAB-TolC to multidrug resistance in an Escherichia coli sequence type 131 isolate,"Schuster S, Vavra M, Schweigger TM, Rossen JWA, Matsumura Y, Kern WV.",Int J Antimicrob Agents. 2017 Sep;50(3):477-481. doi: 10.1016/j.ijantimicag.2017.03.023. Epub 2017 Jul 6.,Int J Antimicrob Agents,2017,2017/07/11,10.1016/j.ijantimicag.2017.03.023,ST131,8
26195513,A Plasmid Bearing the bla(CTX-M-15) Gene and Phage P1-Like Sequences from a Sequence Type 11 Klebsiella pneumoniae Isolate,"Shin J, Ko KS.",Antimicrob Agents Chemother. 2015 Oct;59(10):6608-10. doi: 10.1128/AAC.00265-15. Epub 2015 Jul 20.,Antimicrob Agents Chemother,2015,2015/07/22,10.1128/AAC.00265-15,ST11,8
23877695,Susceptibility to alternative oral antimicrobial agents in relation to sequence type ST131 status and Coresistance phenotype among recent Escherichia coli isolates from U.S. veterans,"Johnson JR, Drawz SM, Porter S, Kuskowski MA.",Antimicrob Agents Chemother. 2013 Oct;57(10):4856-60. doi: 10.1128/AAC.00650-13. Epub 2013 Jul 22.,Antimicrob Agents Chemother,2013,2013/07/24,10.1128/AAC.00650-13,ST131,8
29022829,Migratory White Stork (Ciconia ciconia): A Potential Vector of the OXA-48-Producing Escherichia coli ST38 Clone in Algeria,"Bouaziz A, Loucif L, Ayachi A, Guehaz K, Bendjama E, Rolain JM.",Microb Drug Resist. 2018 May;24(4):461-468. doi: 10.1089/mdr.2017.0174. Epub 2017 Oct 12.,Microb Drug Resist,2018,2017/10/13,10.1089/mdr.2017.0174,ST38,8
26824955,"First Characterization of CTX-M-15-Producing Escherichia coli Strains Belonging to Sequence Type (ST) 410, ST224, and ST1284 from Commercial Swine in South America","Silva KC, Moreno M, Cabrera C, Spira B, Cerdeira L, Lincopan N, Moreno AM.",Antimicrob Agents Chemother. 2016 Mar 25;60(4):2505-8. doi: 10.1128/AAC.02788-15. Print 2016 Apr.,Antimicrob Agents Chemother,2016,2016/01/30,10.1128/AAC.02788-15,"ST224, ST1284",8
28062464,"Extraintestinal Pathogenic and Antimicrobial-Resistant Escherichia coli, Including Sequence Type 131 (ST131), from Retail Chicken Breasts in the United States in 2013","Johnson JR, Porter SB, Johnston B, Thuras P, Clock S, Crupain M, Rangan U.",Appl Environ Microbiol. 2017 Mar 2;83(6):e02956-16. doi: 10.1128/AEM.02956-16. Print 2017 Mar 15.,Appl Environ Microbiol,2017,2017/01/08,10.1128/AEM.02956-16,"ST131, ST131",8
28550370,Molecular epidemiology of Escherichia coli sequence type 131 and its H30/H30-Rx subclones recovered from extra-intestinal infections: first report of OXA-48 producing ST131 clone from Iran,"Hojabri Z, Mirmohammadkhani M, Kamali F, Ghassemi K, Taghavipour S, Pajand O.",Eur J Clin Microbiol Infect Dis. 2017 Oct;36(10):1859-1866. doi: 10.1007/s10096-017-3021-9. Epub 2017 May 27.,Eur J Clin Microbiol Infect Dis,2017,2017/05/28,10.1007/s10096-017-3021-9,"ST131, ST131",8
27836379,Trends of extended-spectrum β-lactamase-producing Escherichia coli sequence type 131 and its H30 subclone in a French hospital over a 15-year period,"Sauget M, Cholley P, Vannier A, Thouverez M, Nicolas-Chanoine MH, Hocquet D, Bertrand X.",Int J Antimicrob Agents. 2016 Dec;48(6):744-747. doi: 10.1016/j.ijantimicag.2016.09.023. Epub 2016 Nov 4.,Int J Antimicrob Agents,2016,2016/11/13,10.1016/j.ijantimicag.2016.09.023,ST131,8
31068432,Complete Assembly of Escherichia coli Sequence Type 131 Genomes Using Long Reads Demonstrates Antibiotic Resistance Gene Variation within Diverse Plasmid and Chromosomal Contexts,"Decano AG, Ludden C, Feltwell T, Judge K, Parkhill J, Downing T.",mSphere. 2019 May 8;4(3):e00130-19. doi: 10.1128/mSphere.00130-19.,mSphere,2019,2019/05/10,10.1128/mSphere.00130-19,ST131,7
25707371,Sequence type 131 fimH30 and fimH41 subclones amongst Escherichia coli isolates in Australia and New Zealand,"Rogers BA, Ingram PR, Runnegar N, Pitman MC, Freeman JT, Athan E, Havers S, Sidjabat HE, Gunning E, De Almeida M, Styles K, Paterson DL; ASID CRN.",Int J Antimicrob Agents. 2015 Apr;45(4):351-8. doi: 10.1016/j.ijantimicag.2014.11.015. Epub 2015 Jan 13.,Int J Antimicrob Agents,2015,2015/02/25,10.1016/j.ijantimicag.2014.11.015,ST131,7
28799833,Plasmid-Mediated Colistin Resistance Gene mcr-1 in an Escherichia coli ST10 Bloodstream Isolate in the Sultanate of Oman,"Mohsin J, Pál T, Petersen JE, Darwish D, Ghazawi A, Ashraf T, Sonnevend A.",Microb Drug Resist. 2018 Apr;24(3):278-282. doi: 10.1089/mdr.2017.0131. Epub 2017 Aug 11.,Microb Drug Resist,2018,2017/08/12,10.1089/mdr.2017.0131,ST10,7
31386590,"Carbapenem-Resistant KPC- and TEM-Producing Escherichia coli ST131 Isolated from a Hospitalized Patient with Urinary Tract Infection: First Isolation in Molise Region, Central Italy, July 2018","Ripabelli G, Sammarco ML, Scutellà M, Felice V, Tamburro M.",Microb Drug Resist. 2020 Jan;26(1):38-45. doi: 10.1089/mdr.2019.0085. Epub 2019 Aug 6.,Microb Drug Resist,2020,2019/08/07,10.1089/mdr.2019.0085,ST131,7
30393155,Early emergence of OXA-181-producing Escherichia coli ST410 in China,"Qin S, Cheng J, Wang P, Feng X, Liu HM.",J Glob Antimicrob Resist. 2018 Dec;15:215-218. doi: 10.1016/j.jgar.2018.06.017. Epub 2018 Jul 3.,J Glob Antimicrob Resist,2018,2018/11/06,10.1016/j.jgar.2018.06.017,ST410,7
28437226,First Report of Prevalence of CTX-M-15-Producing Escherichia coli O25b/ST131 from Iran,"Namaei MH, Yousefi M, Ziaee M, Salehabadi A, Ghannadkafi M, Amini E, Askari P.",Microb Drug Resist. 2017 Oct;23(7):879-884. doi: 10.1089/mdr.2016.0272. Epub 2017 Feb 16.,Microb Drug Resist,2017,2017/04/25,10.1089/mdr.2016.0272,ST131,7
31619530,Origin and Evolution of Hybrid Shiga Toxin-Producing and Uropathogenic Escherichia coli Strains of Sequence Type 141,"Gati NS, Middendorf-Bauchart B, Bletz S, Dobrindt U, Mellmann A.",J Clin Microbiol. 2019 Dec 23;58(1):e01309-19. doi: 10.1128/JCM.01309-19. Print 2019 Dec 23.,J Clin Microbiol,2019,2019/10/18,10.1128/JCM.01309-19,ST141,7
23333000,Prevalence of ST131 among fluoroquinolone-resistant Escherichia coli obtained from rectal swabs before transrectal prostate biopsy,"Liss MA, Peterson EM, Johnston B, Osann K, Johnson JR.",Urology. 2013 Mar;81(3):548-55. doi: 10.1016/j.urology.2012.10.056. Epub 2013 Jan 17.,Urology,2013,2013/01/22,10.1016/j.urology.2012.10.056,ST131,7
29471349,Intestinal Colonization Traits of Pandemic Multidrug-Resistant Escherichia coli ST131,"Sarkar S, Hutton ML, Vagenas D, Ruter R, Schüller S, Lyras D, Schembri MA, Totsika M.",J Infect Dis. 2018 Aug 14;218(6):979-990. doi: 10.1093/infdis/jiy031.,J Infect Dis,2018,2018/02/23,10.1093/infdis/jiy031,ST131,7
27246777,First Report of blaIMP-14 on a Plasmid Harboring Multiple Drug Resistance Genes in Escherichia coli Sequence Type 131,"Stoesser N, Sheppard AE, Peirano G, Sebra RP, Lynch T, Anson LW, Kasarskis A, Motyl MR, Crook DW, Pitout JD.",Antimicrob Agents Chemother. 2016 Jul 22;60(8):5068-71. doi: 10.1128/AAC.00840-16. Print 2016 Aug.,Antimicrob Agents Chemother,2016,2016/06/02,10.1128/AAC.00840-16,ST131,7
28785416,Functional analysis of the first complete genome sequence of a multidrug resistant sequence type 2 Staphylococcus epidermidis,"Lee JYH, Monk IR, Pidot SJ, Singh S, Chua KYL, Seemann T, Stinear TP, Howden BP.",Microb Genom. 2016 Sep 20;2(9):e000077. doi: 10.1099/mgen.0.000077. eCollection 2016 Sep.,Microb Genom,2016,2017/08/09,10.1099/mgen.0.000077,ST2,7
24694052,Escherichia coli sequence type 131: epidemiology and challenges in treatment,"Qureshi ZA, Doi Y.",Expert Rev Anti Infect Ther. 2014 May;12(5):597-609. doi: 10.1586/14787210.2014.899901. Epub 2014 Apr 2.,Expert Rev Anti Infect Ther,2014,2014/04/04,10.1586/14787210.2014.899901,ST131,6
31023222,"Characterization of an NDM-5 carbapenemase-producing Escherichia coli ST156 isolate from a poultry farm in Zhejiang, China","Tang B, Chang J, Cao L, Luo Q, Xu H, Lyu W, Qian M, Ji X, Zhang Q, Xia X, Yang H.",BMC Microbiol. 2019 Apr 25;19(1):82. doi: 10.1186/s12866-019-1454-2.,BMC Microbiol,2019,2019/04/27,10.1186/s12866-019-1454-2,ST156,6
21163826,blaCTX-M-65 is carried by a Tn1722-like element on an IncN conjugative plasmid of ST131 Escherichia coli,"Zong Z, Yu R, Wang X, Lü X.",J Med Microbiol. 2011 Apr;60(Pt 4):435-441. doi: 10.1099/jmm.0.026997-0. Epub 2010 Dec 16.,J Med Microbiol,2011,2010/12/18,10.1099/jmm.0.026997-0,ST131,6
31089683,IncI1 ST3 and IncI1 ST7 plasmids from CTX-M-1-producing Escherichia coli obtained from patients with bloodstream infections are closely related to plasmids from E. coli of animal origin,"Valcek A, Roer L, Overballe-Petersen S, Hansen F, Bortolaia V, Leekitcharoenphon P, Korsgaard HB, Seyfarth AM, Hendriksen RS, Hasman H, Hammerum AM.",J Antimicrob Chemother. 2019 Aug 1;74(8):2171-2175. doi: 10.1093/jac/dkz199.,J Antimicrob Chemother,2019,2019/05/16,10.1093/jac/dkz199,"ST3, ST7",6
